texto_review,sentimento
"A pipoqueira é boa, olhando para seu preço.  PRÓS: - rápida, prática, não faz sujeira, fácil limpar  CONTRAS: - faz muito barulho, vibra muito, partes plásticas não tem um encaixe perfeito.  PELO PREÇO PAGO É UM BOM NEGÓCIO, ELA CUMPRE O QUE PROMETE E TEREI PIPOCA SEMPRE QUE QUISER DE FORMA FÁCIL  OBS. como não vai óleo, o sal não pega muito na pipoca",Neutro
Boa noite só tem um ploblema veio sem fone.tem como vcs mandar o fone,Neutro
"Muito ruim a capa, de plástico, faz barulho, desconfortável pra dormir.",Negativo
"Nao posso opinar ainda não fez efeito, depois opino...",Negativo
"Infelizmente recebi meu celular já tem mais de uma semana  E até agora ainda não pude avaliar  Veio um celular importado  Um carregador que nunca vai dar em alguma tomada  Não comprei isso e estou até agora esperando pra resolverem o meu problema  Levei muito azar ,comprei pq o site era das americanas e pq li as avaliações antes  Talvez daqui alguns dias possa avaliar",Negativo
"Acho que deveria ter mais promoções como essa , no inverno e no verão , agora mesmo estamos no inverno pode se fazer uma promoção de aquecedores portátil etc..",Positivo
"Imagem ótima, Mais deixa a desejar ao apresentar Falha, (ao conecta à rede Wi-Fi), Já fiz diversos procedimentos compartilhados no YouTube, Todos os Dias tenho quê repetir o procedimento que chega a ser um Saco!    A rede wi-fi Não fica salva na Smart TV Samsung MU6100, as vezes não mostra opção de redes disponíveis, Não recomendo, até disponibilizarem uma atualização do software.",Negativo
"Meu aparelho zenfone tem 2 meses no suporte técnico, o chamado fundo de quintal, não tem compromisso com consumidor, estão fazendo de tudo para evitar ressarcir.",Negativo
"Cuidado ao comprarem! A Dell informou que o prazo de entrega seria em 07/03, mas desde o dia que eu comprei em 19/02/2018 o status no site da Americanas continua ""Aguardando nota fiscal"".  Se o produto é bom? Deve ser, mas nunca chega, né Dell?  Monitor LED Full HD IPS 23,8"" Widescreen Dell SE2416H Preto Vendido e entregue por: Dell  Pedido efetuado 19/02/2018 13:42 Pagamento autorizado 19/02/2018 13:52 Aguardando nota fiscal 19/02/2018 14:25 Cancelamento solicitado 09/03/2018 16:15",Negativo
Um ótimo tablet. Para mim está sendo de muita utilidade. Cumpre o que promete.,Positivo
Falta inspecionar o produto durante o seu armazenamento no depósito para evitar possíveis danos,Negativo
"O perfume não tem a mesma fragrância do  original tem cheiro de álcool forte , veio com umas coisas estranhas no líquido essa mondelaine que é a responsável pelo produto só vende perfume falsificado várias reclamações no reclame aqui , fiquei chateado com as americanas por ter se associado com uma empresa que faz esse tipo de coisa , não recomendo comprar nenhum perfume pela americanas.com lembrando que o cheiro do perfume não fica nem 1 hora no corpo .",Negativo
"Esse produto foi bom,comprei dois lenço o outro está uma palhaçada,foi entregue em lugar errado e não consigo falar com você e nem com a incompetente da transportadora direct  Nunca mais compro nada pela lojas Americana",Neutro
Processo muito demorado de resolução de problemas o prazo venceu 16/02 e até agora não conseguiram identificar onde foi parar meu produto e nem se quer enviaram outro.,Neutro
excelente para sinal em área rural. e atende as minhas espectativa,Neutro
"Apesar de constar em dois dos 3 representantes, americanas não entregou o produto.",Negativo
"O pedido veio errado.  Pedi o ESPESSANTE Bio*Sen.  Entretanto, o que veio foi o NUTRIENTE Bio-Sen, que não atende ao que me foi receitado pelo médico. Dai a avaliação do produto como 'ruim"".",Negativo
"A chapinha não esquenta muito, pensei que seria melhor.",Neutro
"Imaginei algo mais denso.....acho que falta ""recheio""",Neutro
"O montador ao desembalar o produto constatou que a porta chegou quebrada, porém e montou assim mesmo, gostaria que fosse trocada.",Negativo
Muito bom ....................................................................................................................................................................................................................................................................................,Positivo
maior porcaria que fiz em comprar estas peliculas nao valem nada e um plastico porcaria fis duas reclamasoes e nao foi atendido pois tive que jogar fora eu pedi pelicula de vidro nao papel contacte  mau atendimento nao aconselho pra ninguem comprar esta porcaria de papel e nao adianta falar sobre colocaçao pois coloco todos os dias.,Negativo
"Prática e seca rapidinho os cabelos. Só não aprendi ainda a usar o pente alisador, acho que os meus cabelos são muito finos...",Neutro
"É como eu queria, pequena e coloquei dentro da caminha, para ficar mais quentinha, sou do sul. Tenho um pinscher.",Neutro
"Produto de fácil montagem.  Atendeu todas as expectativas. Simples como imaginei, eu índico para quem quiser comprar. A única coisa ruim foi o prazo mas acredito que o atraso foi devido ter comprado no final do ano, mesmo assim não demorou muito.",Neutro
"Não comprem da empresa tatuifer, não tem respeito com os clientes, pois já faz quase um mês que comprei e não recebi o produto",Negativo
Produto excelente qualidade 10 resolução 4k é coisa de loko inexplicável,Positivo
"MUITO BOM O JOGO, MEU FILHO APROVOU, RECOMENDO ESSE JOGO.",Positivo
"Nada a reclamar da Americanas como sempre entrega no prazo e o produto chegou em perfeitas condições, já em relação ao anuncio a foto postada nada tem a ver com o produto entregue pela KIOSK DIGITAL, não recomento o produto já havia visto o mesmo que me foi entregue que é totalmente diferente da foto apresentada, e ele é de baixa qualidade além de no próprio site da americanas ter ele com preço bem menor entendo que justamente pela qualidade dele.",Negativo
"Ótima compra, instalei no meu carrinho de rolemã, agora ninguém pega. Voitão é Voitão. Recomendo.",Positivo
Produto bonitinho mas ordinário - a parte transparente racha bem ao meio. Não recomendo pois joguei meu dinheiro fora,Negativo
"Dura bastante e consegui carregar o IPhone Plus mais de 4 vezes. Ou seja, posso carregar 2 aparelhos por mais de duas vezes.",Positivo
Entrega sem problemas.. Produto dentro das expectativas...,Neutro
"Eu amei o aparelho, designer lindo, as lojas americanas foram super rapida com a entrega.  Minha maior decepção foi q cm uma semana q recebi o aparelho ele com capa e pelicula ja no aparelho levou um leve tombo do sofa e trincou a tela e so liguei na autorizada 1.015,00 so pra trocar a tela. Paguei caro nesse celular e ainda ter essa tamanha fragilidade.",Neutro
"Adorei o produto! Entrega rápida, super dentro do prazo!!!!",Positivo
Produto muito bom e o preço melhor ainda. Recomendo!!!,Positivo
"Sempre fica um pouco de pó no fundo da xícara,  tive que comprar o filtro de papel, aí sim. A máquina é boa, mas o filtro deixa a desejar.",Neutro
"O produto não atingiu minhas expectativas, inclusive, solicitei sua devolução.",Negativo
"Mercadoria correta e entregue antes do prazo, muito bom!",Neutro
"Ele é muito bonito, leitor muito bom e rápido. Mas a camera é péssima e a bateria não aguenta nada. Só não desisti da compra porque precisava com urgencia.",Negativo
"recebido, sem atraso , o produto era o que eu esperava",Neutro
Serviu bem para o que foi proposto. Recomendo a todos.,Neutro
Produto bom...recomendo...chegou em perfeitas condições. Porém um pouco difícil o rastreamenro da entrega.,Neutro
Eu recomendaria esse produto para colecionadores e principiantes.,Positivo
"Um bom celular e com excelente memoria. Mas, a bateria dura pouco mesmo sem o uso (durante a noite) e as cameras frontal e traseiras são muito ruins para um smartphone top.",Neutro
"Prática, versátil, levinha, qualidade do som muito boa, já usamos esse amplificador em sala com 100 pessoas e ele deu conta do recado muito bem. Bateria duradoura, umas 4 horas. Super recomendo!!",Positivo
"avaliar como se o celular ainda nao chegou ,avaliaçao da entrega ruim",Negativo
"Ele  tem a jarra e o motor grandes. Chegou ha pouco tempo, a avaliação melhor  so com o tempo o pra dizer.",Neutro
"sou uma pessoa de muita duvida, mas acertei mto bem na escolha do aparelho, roda jogos e aplicativos mto bem, a bateria durou comigo 1 dia e meio com uso intenso, carrega rapido, amei o aparelho a asus sempre entrega otimos produto",Positivo
nao consta a gramatura das folhas.  achei bom que tem foto das folhas internas e na descrição fala q nao sao decoradas,Neutro
Roubaram meu dinheiro !!! Vocês nem se deram o trabalho de entregar o meu produto e estou em uma dificuldade enorme pra ter meu dinheiro de volta. Não comprem !!  Americanas nunca mais,Negativo
"A Americas me manda um e-mail pra avaliar o produto que comprei, sendo que está a quase 1 mês com o mesmo status de que o objeto foi encaminhado para a minha cidade. Daqui 1 semana encerra o prazo final para a entrega... qdo (se) eu receber o relógio, darei minha avaliação!",Negativo
"Um jogo interessante que ajuda a despertar nosso raciocínio, recomendo a todos que gostam de jogos que utilizam a mente para realizar manobras, quebra-cabeça, etc.",Neutro
Livro com dicas maravilhosas para quem se interessa por psicologia e sua ligação com as dores físicas. Linguagem de fácil intendimento. Maravilhoso o conteúdo,Positivo
"Bem confortável, a reclinação deixa meu filho a vontade e a entrega foi feita antes do prazo estipulado. Recomendo!",Positivo
Uma porcaria mesmo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Negativo
"Atendeu minhas expectativas, ótimo para realizar os desenhos técnicos.",Positivo
O produto supriu minhas necessidades!!! Show de bola!,Positivo
Nao simplifica para aquecer alomentos prontos. Poderia funcionar nelhor sendo mais prático,Negativo
"Ótimo produto,entrega rápida eu recomendo me entregaram antes do prazo.A entrega foi efetuada antes do prazo!",Positivo
"A transportadora contratada pela loja Americanas é péssima. Eles informam que o endereço não tem acesso só para não realizar a entrega. Um absurdo, pq se comprei o produto eu espero receber dentro do prazo e sem passar por tanto constrangimento. Eu realmente acho q o site poderia contratar uma transportadora fidedigna. Lamentável.",Negativo
"Entrega dentro do prazo, produto conforme descrição.",Neutro
"Aparelho original, pois já comprei em outro lugar e me entregaram uma replica falsa  mas este sim tem bateria de 10000mha. Excelente power bank, recomendo para todos que tiverem interesse.",Positivo
"Achei um ótimo custo beneficio, e atende minhas necessidades tranquilamente, recomendo o aparelho.",Positivo
A região do auto-falante aquece muito a ponto de incomodar mesmo em conversas breves. A LG precisa resolver este problema!,Neutro
"Comprei o celular e chegou dia 16, coloquei o chip e até agora nada de sinal, já entrei em contato com a operadora do chip e não consta nenhuma anomalia.",Neutro
"Bons para usuários domésticos. Teclas macias e precisas, mouse muito preciso também. Porém não concordo com o preço cobrado. Pois neste preço temos outros kits com condições melhores.",Neutro
"Um ponto positivo foi a entrega antes do prazo. Quanto ao produto, até o momento está tudo ok.",Neutro
"O produto atende as expectativas, porém a entrega foi péssima, embalado em um saco de lixo preto, com o ziper do pacote estourado e cheio de fita adesiva para fazer o pacote fechar...",Neutro
Comprei para cozinhar a papinha do neném. Muito mais prático do que usar a panela grande.,Positivo
Bateria dura muuuuito. É  rápido e dinâmico.  Fora o custo benefício.,Positivo
O cell é bom só tem um detalhe o fone é muito ruim prefiria mil vezes o modelo antigo dos fones da Samsung esse fone novo não segura no ouvido só fica caindo não gostei de jeito nem um.Obrigado por pergunta minha opinião sobre o aparelho.,Neutro
Comprei esse celular pro meu filho ele gostou e é muito bom,Positivo
Muito mais bonito do que a foto. Muito bom o relógio.,Positivo
"Comprei duas unidades. Assim que chegaram, coloquei-as para carregar na tomada por 13h. Uma delas carregou normalmente, a outra sequer pegou carga.  Comecei a usar a que carregou normalmente, ela não conseguiu carregar nem 15% do meu celular. Carreguei-a novamente, e ela não segurou mais carga nenhuma.  Devolvi os dois carregadores à Thata Esportes, estou no aguardo do estorno do valor no meu cartão de crédito.  Não recomendo.",Negativo
sem palavras mudou meus pensamentos totalmente sobre a motorola... gostei realmente.....2018,Positivo
